Name,Organization,Status
Noble Young,National Institute for the Promotion of Science,Member
W.C. Zantzinger,National Institute for the Promotion of Science,Member
William Zantzinger,National Institute for the Promotion of Science,Member
Gorham Dummer Abbot,American Association for the Advancement of Science,Member
Samuel Leonard Abbott,American Association for the Advancement of Science,Member
William Abernethy,American Association for the Advancement of Science,Member
John James Abert,American Association for the Advancement of Science,Member
Woodward Abrahams,American Association for the Advancement of Science,Member
John G. Adams,American Association for the Advancement of Science,Member
Pentegast Adams,American Association for the Advancement of Science,Member
Solomon Adams,American Association for the Advancement of Science,Member
William Adamson,American Association for the Advancement of Science,Member
William Aiken,American Association for the Advancement of Science,Member
J. G. Ainsworth,American Association for the Advancement of Science,Member
Augustus J. Albert,American Association for the Advancement of Science,Member
John Adams Albro,American Association for the Advancement of Science,Member
Joseph H. Alexander,American Association for the Advancement of Science,Member
R. C. Alexander,American Association for the Advancement of Science,Member
Edward A. H. Allen,American Association for the Advancement of Science,Member
George N. Allen,American Association for the Advancement of Science,Member
Ira M. Allen,American Association for the Advancement of Science,Member
J. Burnet Allen,American Association for the Advancement of Science,Member
J. L. Allen,American Association for the Advancement of Science,Member
Jerome Allen,American Association for the Advancement of Science,Member
John H. Allen,American Association for the Advancement of Science,Member
Nathaniel T. Allen,American Association for the Advancement of Science,Member
Richard Lamb Allen,American Association for the Advancement of Science,Member
Robert F.W. Allston,American Association for the Advancement of Science,Member
Robert Allyn,American Association for the Advancement of Science,Member
David Alter,American Association for the Advancement of Science,Member
Daniel W. Alvord,American Association for the Advancement of Science,Member
Bernice D. Ames,American Association for the Advancement of Science,Member
Nathaniel Peabody Ames,American Association for the Advancement of Science,Member
Jonathan Amory,American Association for the Advancement of Science,Member
William Anderson,American Association for the Advancement of Science,Member
Alonzo Andrews,American Association for the Advancement of Science,Member
E. H. Andrews,American Association for the Advancement of Science,Member
Edmund Andrews,American Association for the Advancement of Science,Member
J. W. Andrews,American Association for the Advancement of Science,Member
Joel W. Andrews,American Association for the Advancement of Science,Member
James Burrill Angell,American Association for the Advancement of Science,Member
Charles H. Anthony,American Association for the Advancement of Science,Member
Henry Bowen Anthony,American Association for the Advancement of Science,Member
Nathan Appleton,American Association for the Advancement of Science,Member
Thomas Gold Appleton,American Association for the Advancement of Science,Member
Thomas B. Arden,American Association for the Advancement of Science,Member
A. H. Armour,American Association for the Advancement of Science,Member
John H. Armsby,American Association for the Advancement of Science,Member
Samuel Ashmead,American Association for the Advancement of Science,Member
R. F. Astrop,American Association for the Advancement of Science,Member
Robert Atkinson,American Association for the Advancement of Science,Member
T. C. Atkinson,American Association for the Advancement of Science,Member
Washington Lemuel Atlee,American Association for the Advancement of Science,Member
"John G, Atterbury",American Association for the Advancement of Science,Member
Samuel Austin,American Association for the Advancement of Science,Member
William W. Austin,American Association for the Advancement of Science,Member
Charles A. Avery,American Association for the Advancement of Science,Member
G. Baby,American Association for the Advancement of Science,Member
H. Bachmeister,American Association for the Advancement of Science,Member
Austin Bacon,American Association for the Advancement of Science,Member
J. S. Bacon,American Association for the Advancement of Science,Member
John Bacon,American Association for the Advancement of Science,Member
William M. Bacon,American Association for the Advancement of Science,Member
William Baer,American Association for the Advancement of Science,Member
Moses M. Bagg,American Association for the Advancement of Science,Member
Thomas D. Baird,American Association for the Advancement of Science,Member
Eben Baker,American Association for the Advancement of Science,Member
Robert Bakewell,American Association for the Advancement of Science,Member
A. S. Baldon,American Association for the Advancement of Science,Member
F.H. Baldwin,American Association for the Advancement of Science,Member
William Baldwin,American Association for the Advancement of Science,Member
Rev. Canon Bancroft,American Association for the Advancement of Science,Member
Henry Bannister,American Association for the Advancement of Science,Member
William J. Barbee,American Association for the Advancement of Science,Member
Edgar A. Barber,American Association for the Advancement of Science,Member
Isaac R. Barber,American Association for the Advancement of Science,Member
J. R. Barbour,American Association for the Advancement of Science,Member
F. W. Bardwell,American Association for the Advancement of Science,Member
George Frederick Barker,American Association for the Advancement of Science,Member
Sanford Barker,American Association for the Advancement of Science,Member
Thomas Barlow,American Association for the Advancement of Science,Member
Henry Barnard,American Association for the Advancement of Science,Member
John Ross Barnard,American Association for the Advancement of Science,Member
James Barnes,American Association for the Advancement of Science,Member
James Barnston1856,American Association for the Advancement of Science,Member
John P Barratt,American Association for the Advancement of Science,Member
Joseph Barratt,American Association for the Advancement of Science,Member
George B. Barrows,American Association for the Advancement of Science,Member
L. F. Barry,American Association for the Advancement of Science,Member
John Russell Bartlett,American Association for the Advancement of Science,Member
E. H. Barton ,American Association for the Advancement of Science,Member
William Barton,American Association for the Advancement of Science,Member
J. H. Baudry,American Association for the Advancement of Science,Member
James Bayliss,American Association for the Advancement of Science,Member
E. R. Beadle,American Association for the Advancement of Science,Member
Edward L. Beadle,American Association for the Advancement of Science,Member
James Beale,American Association for the Advancement of Science,Member
Sidney A. Bean,American Association for the Advancement of Science,Member
H. C. Beardsley,American Association for the Advancement of Science,Member
Rufus G. Beardsley,American Association for the Advancement of Science,Member
M. S. Bebb,American Association for the Advancement of Science,Member
C. F. Beck,American Association for the Advancement of Science,Member
George Belknap,American Association for the Advancement of Science,Member
Henry Belknap,American Association for the Advancement of Science,Member
John Bell,American Association for the Advancement of Science,Member
John G. Bell,American Association for the Advancement of Science,Member
John James Bell,American Association for the Advancement of Science,Member
Sanmuel Newell Bell,American Association for the Advancement of Science,Member
Sanford Bell,American Association for the Advancement of Science,Member
Charles E. Belle,American Association for the Advancement of Science,Member
John Bellinger,American Association for the Advancement of Science,Member
Henry Whitney  Bellows,American Association for the Advancement of Science,Member
Nathan Sidney S. Beman,American Association for the Advancement of Science,Member
Erastus Cornelius Benedict,American Association for the Advancement of Science,Member
Farrand Northrup Benedict,American Association for the Advancement of Science,Member
Noah Bennet Benedict,American Association for the Advancement of Science,Member
Thomas B. Benedict,American Association for the Advancement of Science,Member
Silas Bent,American Association for the Advancement of Science,Member
