Name,Organization,Status
William M. Camac,Academy of Natural Sciences,Member
Charles C. Cressin,Academy of Natural Sciences,Member
Josiah Curtis,Academy of Natural Sciences,Member
Ferdenand de la Cuesta,Academy of Natural Sciences,Member
Charles Clemm,Academy of Natural Sciences,Member
Caleb Cope,Academy of Natural Sciences,Member
John Cooke,Academy of Natural Sciences,Member
Charles Davis,Academy of Natural Sciences,Member
William Darrach,Academy of Natural Sciences,Member
James Dundas,Academy of Natural Sciences,Member
M.W. Dickeson,Academy of Natural Sciences,Member
Edmund C. Evans,Academy of Natural Sciences,Member
Charles Ellet Jr.,Academy of Natural Sciences,Member
Moses H. Emery,Academy of Natural Sciences,Member
Benjamin F. French,Academy of Natural Sciences,Member
John Frost,Academy of Natural Sciences,Member
William Parker Foulke,Academy of Natural Sciences,Member
William Gambel,Academy of Natural Sciences,Member
Lewis J. Germain,Academy of Natural Sciences,Member
Kingston Goddard,Academy of Natural Sciences,Member
William Robertson Grant,Academy of Natural Sciences,Member
Samuel Stehman Haldeman,Academy of Natural Sciences,Member
Charles Holmes,Academy of Natural Sciences,Member
John S. Haines,Academy of Natural Sciences,Member
J. P. Heister,Academy of Natural Sciences,Member
Adolphus L. Heermann,Academy of Natural Sciences,Member
Edward Hartshorne,Academy of Natural Sciences,Member
Robert B. Haines,Academy of Natural Sciences,Member
A.A. Henderson,Academy of Natural Sciences,Member
William E. Horner,Academy of Natural Sciences,Member
Bernard Henry,Academy of Natural Sciences,Member
Isaac R. Jackson,Academy of Natural Sciences,Member
Elisha K. Kane,Academy of Natural Sciences,Member
Robert Kilvington,Academy of Natural Sciences,Member
Charles R. King,Academy of Natural Sciences,Member
Benjamin J. Kern,Academy of Natural Sciences,Member
Edward M. Kern,Academy of Natural Sciences,Member
Wilhelm Keller,Academy of Natural Sciences,Member
John Land,Academy of Natural Sciences,Member
J.L. Le Conte,Academy of Natural Sciences,Member
Joseph Leidy,Academy of Natural Sciences,Member
Elisha J. Lewis,Academy of Natural Sciences,Member
John Lambert,Academy of Natural Sciences,Member
Carey M Lea,Academy of Natural Sciences,Member
Charles Lenning,Academy of Natural Sciences,Member
John L. Ludlow,Academy of Natural Sciences,Member
William R. Lejee,Academy of Natural Sciences,Member
H. C. Lea,Academy of Natural Sciences,Member
Francis W. Lewis,Academy of Natural Sciences,Member
John H. Markland,Academy of Natural Sciences,Member
Alexander Maclure,Academy of Natural Sciences,Member
Theodore F. Moss,Academy of Natural Sciences,Member
G.A. Mc Call,Academy of Natural Sciences,Member
J.H.B. Mc Clellan,Academy of Natural Sciences,Member
Charles D. Meigs,Academy of Natural Sciences,Member
William Mc Michael ,Academy of Natural Sciences,Member
John D. Neill,Academy of Natural Sciences,Member
Octavus A. Norris,Academy of Natural Sciences,Member
William Pepper,Academy of Natural Sciences,Member
Thomas C. Percival,Academy of Natural Sciences,Member
Samuel Powell,Academy of Natural Sciences,Member
Joseph Pancoast,Academy of Natural Sciences,Member
R. E. Rogers,Academy of Natural Sciences,Member
Williard M. Rice,Academy of Natural Sciences,Member
James B. Rogers ,Academy of Natural Sciences,Member
Samuel G. Rosengarten,Academy of Natural Sciences,Member
R. P. Remington,Academy of Natural Sciences,Member
Samuel Snelling,Academy of Natural Sciences,Member
Lucy W. Say,Academy of Natural Sciences,Member
H.S. Stephens,Academy of Natural Sciences,Member
David Skerrett,Academy of Natural Sciences,Member
F. W. Sargent,Academy of Natural Sciences,Member
J. Dickinson Sergent,Academy of Natural Sciences,Member
Francis G. Smith,Academy of Natural Sciences,Member
Aubrey Smith,Academy of Natural Sciences,Member
James Trudeau,Academy of Natural Sciences,Member
A.M. Walker,Academy of Natural Sciences,Member
James D. Whelpley,Academy of Natural Sciences,Member
Mifflin Wistar,Academy of Natural Sciences,Member
Gavin Watson,Academy of Natural Sciences,Member
Samuel Wetherill,Academy of Natural Sciences,Member
Sam W. Woodhouse,Academy of Natural Sciences,Member
Chalres M. Wetherill Jr.,Academy of Natural Sciences,Member
William E. Whitman,Academy of Natural Sciences,Member
Francis F. Wolgamuth,Academy of Natural Sciences,Member
William S. Wilson,Academy of Natural Sciences,Member
Chalres M. Wheatley,Academy of Natural Sciences,Member
William Zantzinger,Academy of Natural Sciences,Member
